,name,id,minutes,contributor_id,submitted,tags,nutrition,n_steps,steps,description,ingredients,n_ingredients,region
17282,bananas  n cream bundt cake,68,70,116939,2004-01-17,"[306, 80, 230, 88, 44, 5]","[331.0, 23.0, 101.0, 11.0, 10.0, 22.0, 15.0]",10,"['in a mixing bowl , cream together shortening and sugar', 'add eggs , one at a time , until well blended', 'stir in vanilla and bananas', 'in a separate bowl , combine flour , baking powder , baking soda and salt', 'add to banana mixture alternately with sour cream', 'stir in walnuts', 'pour into a greased and floured 10-inch bundt pan', 'bake at 350 for 50 minutes or until cake tests done', ""cool , then dust with confectioners' sugar before serving"", 'useful']","this great cake was shared by a fellow poster named carmen on a cooking board i frequent and was quite the hit with those who tried it, myself included! this originally came from a taste of home publication submitted by oma rollison. this is terrific and needs no frosting making it a perfect snack cake.","[117, 2, 441, 815, 302, 1001, 323, 444, 225, 592, 736]",11,
17352,bandito chili dogs,472,315,37779,2002-05-03,"[319, 306, 80, 176, 83, 230, 197, 189, 175, 222, 10, 103, 323, 82, 90, 259, 74, 178, 300, 101]","[461.9, 42.0, 22.0, 55.0, 40.0, 58.0, 11.0]",6,"['place hot dogs in a slow cooker', 'in a bowl , combine the chili , soup , and green chilies', 'pour over hot dogs', 'cover and cook on low for 4-5 hours', 'serve hot dogs in buns', 'top with chili mixture , onion , corn chips , and cheese']",i got this recipe for toh's quick cooking magazine. my dh and his buddies just absolutely raved about these. they were devoured!!,"[973, 439, 84, 834, 141, 495, 468, 143]",8,north-american
17360,bang bang shrimp   copycat from bonefish grill,319,10,26657,2006-09-26,"[2, 306, 80, 176, 230, 197, 6, 12, 258, 95, 91, 264, 90, 279, 78, 74, 262, 42, 192, 300]","[159.5, 1.0, 7.0, 36.0, 31.0, 0.0, 6.0]",6,"['mix mayo and sauces for coating', 'bread shrimp in cornstarch', 'deep fat fry the shrimp until lightly brown', 'drain on paper towel , put shrimp in a bowl and coat with the sauce', 'serve in a lettuce lined bowl , top with chopped scallions', '-----------------------------------------------------']","we had these at bonefish grill. they are a great app. since then, i have been trying many recipes looking for one that tastes close. this is the best that i have found. sometimes i fix these and just serve with a salad for lunch - very delicious!","[32, 608, 561, 47, 642]",5,
17431,bar b q chuck roast,352,135,16669,2001-11-19,"[319, 306, 176, 230, 6, 24, 95, 90, 167, 170, 178, 242, 101, 127, 3, 5]","[400.9, 21.0, 37.0, 48.0, 98.0, 31.0, 5.0]",2,"['put roast in 9x13 pan and top with soup , beer and catsup', 'cover with foil and cook at 300 degrees for 2 to 3 hours , depending on size of roast']",this is so easy and so good that it is almost sinful!,"[357, 829, 607, 316]",4,
17450,barb s best zucchini bread,143,80,37305,2002-07-01,"[319, 306, 80, 176, 230, 197, 110, 35, 36, 174, 315, 202, 95, 228, 105, 144, 156, 214, 316, 94, 90, 121, 65, 74, 39, 146, 234, 283, 300, 307, 101, 193, 231, 5]","[346.9, 26.0, 102.0, 12.0, 9.0, 12.0, 14.0]",9,"['preheat oven to 325 and grease bottom only of two 9 x 5 bread pans', 'beat eggs until foamy', 'stir in sugar , zucchini , oil and vanilla', 'combine dry ingredients and spices and gradually add to wet ingredients', 'fold in nuts and raisins', 'pour into prepared pans', 'bake for 60 to 80 minutes or until center tests done', 'cool for 10 minutes on rack and then remove from pans', 'cool completely on rack before slicing']","this is an awesome recipe from my sister. i don't know where she got it, but it is absolutely scrumptious and a must-have for all of you gardeners out there :)","[441, 2, 930, 998, 815, 1001, 225, 444, 323, 504, 181, 168, 715, 532]",14,
17463,barb s gumbo,463,65,49304,2004-01-28,"[306, 80, 176, 83, 230, 197, 189, 171, 129, 175, 240, 258, 315, 10, 274, 228, 287, 264, 290, 81, 90, 279, 168, 172, 166, 167, 136, 170, 206, 262, 200, 213, 309, 300, 307, 101, 231, 261, 5]","[307.5, 24.0, 28.0, 53.0, 31.0, 7.0, 9.0]",14,"['add oil to skillet , heat over medium heat add the flour , to make a roux', 'this may take about 15 minutes', 'stir in onion , celery , bell pepper , garlic , and black pepper', 'cook over medium heat about 3 minutes or till vegetables are crisp tender', 'gradually stir in chicken broth , tomatoes , salt , worcestershire sauce , pepper sauce , corn , okra , basil , thyme , cumin and bay leaf', 'bring to boiling point', 'reduce heat', 'cover and simmer for 20 to 30 minutes', 'add shrimp during the last 5 minutes', 'serve over rice', 'this can also be made with chicken , if using chicken', 'use chicken breast cut in chunks add during the last 20 to 30 minute cooking time', 'smoked sausage is also good added with the chicken', 'i have added a can of crabmeat to the shrimp version']",this is my recipe for gumbo. i have made it with shrimp or chicken. we like it either way. you can make it as spicy as you like . we do not care for it to spicy or hot.,"[1001, 282, 470, 867, 648, 416, 92, 624, 980, 516, 953, 772, 987, 225, 476, 889, 708, 685, 32, 945]",20,north-american
17557,barbecue chicken basil calzones  oamc,97,40,59780,2005-04-12,"[7, 306, 80, 176, 230, 174, 175, 98, 229, 202, 58, 90, 196, 178, 59, 101, 193]","[940.4, 62.0, 143.0, 75.0, 66.0, 114.0, 36.0]",14,"['for the dough: combine flour , baking powder , sugar and basil', 'add milk powder to water and stir until dissolved , add to dry mixture', 'add eggs and melted butter and mix well', 'set aside while making the filling', 'for the filling: cook onions in butter over medium heat until onions are tender', 'add chicken and mushroom pieces and cook 2 minutes', 'remove from heat and stir in barbecue sauce and cheese', 'divide dough into 4 pieces and roll out into 8 inch circles', 'place 3 / 4 cup - 1 cup of filling in each circle', 'fold dough in half and seal edges tightly', 'bake at 350f for 15-20 minutes or until top begins to brown slightly', 'for oamc: cool and freeze at this point', 'defrost in the oven or microwave before serving', 'serve warm with extra barbecue sauce to dip if desired']","this recipe can be easily doubled. this freezes wonderfully and makes a great meal/snack to have on hand. you can also make these and eat them hot out of the oven.   
this recipe was created for ready, set, cook! #6","[1001, 323, 516, 2, 691, 489, 713, 441, 290, 495, 895, 333, 143, 539]",14,
17592,barbecue grilled kielbasa  dinner packets,82,45,30534,2004-05-20,"[7, 306, 80, 176, 230, 197, 175, 222, 227, 315, 202, 22, 91, 90, 74, 178, 226, 200, 300, 101, 127]","[694.0, 70.0, 28.0, 58.0, 47.0, 73.0, 15.0]",5,"['preheat barbecue grill', 'place kielbasa , potatoes and onion on a double layer of foil and drizzle with oil', 'sprinkle with salt , pepper and rosemary and toss', 'fold edges of foil together to seal packet', 'cover and grill 30 minutes or until veggies are tender']","polish sausage and potatoes, flavored with onion and fresh rosemary, cooked in foil. you can also bake the packets in the oven.","[484, 310, 648, 587, 894, 792, 52]",7,
17654,barbecue rub,35,5,17803,2002-06-10,"[2, 306, 80, 176, 230, 197, 171, 135, 75, 222, 22, 95, 91, 156, 169, 214, 177, 138, 90, 279, 168, 172, 74, 77, 170, 178, 300, 307, 101, 127, 193, 231, 3]","[554.9, 2.0, 536.0, 787.0, 3.0, 1.0, 47.0]",1,['combine all ingredients and use as a rub for any barbecue meats'],"when i lived in kansas city, mo i worked in a barbecue restaurant and this rub looked about like what we used there. that rub was out of this world.  update 4/21/05: denise! asked what restaurant it was i worked at.  i believe it was called mr. g's and it was in independence.","[2, 542, 396, 960, 225, 708, 1000]",7,
17826,barbecued oven baked chicken thighs,318,60,89831,2006-05-30,"[7, 306, 80, 176, 230, 197, 175, 229, 315, 202, 95, 27, 91, 144, 58, 74, 148, 178, 300, 101, 193]","[688.6, 70.0, 90.0, 23.0, 81.0, 55.0, 9.0]",9,"['grease a large casserole dish', 'sprinkle the onion slices and green pepper on the bottom of the baking dish', 'season the chicken with salt and pepper , then brown in oil on both sides', 'place into the casserole dish on top of the onion slices', 'in a bowl whisk together the mustard , ketchup , cider vinegar , liquid smoke , brown sugar , chili powder , fresh garlic , cayenne and black pepper', 'mix well to combine , then season sauce with 1 / 4 teaspoon salt if desired', 'pour over the browned chicken thighs', 'using hands turn the chicken to coat well in the sauce', 'bake at 350 degrees f for about 40 minutes or until the chicken is completely cooked through and tender']","this is easy and really good! this makes a great meal served with fries and coleslaw! if you are in a rush you can omit browning the chicken and increase the cooking time slightly, i find that the sauce will be thinner from the chicken juices if you do not brown the chicken first, browning also adds to the flavor of this dish --- if possible use only french's mustard for this, for some reason other brands of prepared mustard are just not as good. adjust all ingredients to taste if you prefer a sweeter sauce add in more brown sugar.","[56, 638, 351, 645, 416, 495, 268, 595, 378, 630, 944, 549, 396, 960]",14,
17940,bare pantry chocolate chip cookie bars,301,32,64203,2004-09-06,"[7, 306, 80, 176, 230, 110, 88, 202, 95, 76, 63, 21, 90, 101, 193]","[311.6, 27.0, 96.0, 7.0, 5.0, 55.0, 12.0]",12,"['preheat oven to 375', 'beat butter , sugar , vanilla & salt', 'gradually add flour and continue mixing', 'stir in 1 1 / 2 cups chocolate morsels', 'press into ungreased 9 x 13 pan', 'bake at 375 for 20-22 minutes until golden on edges', 'cool in pan until slightly warm', 'for topping:', 'microwave 1 / 2 cup of chips in a ziploc bag for 1 minute on high', 'watch carefully', 'knead the bag around until the morsels are melted and smooth', 'cut a']","this recipe is so easy and requires so few ingredients that many doubt how good it will be. well..i'm here to tell you that these are one of the best chocolate chip cookie bars you can make! no eggs, so the dough is great to eat as well :) give it a try...i know you'll love them!","[691, 2, 815, 225, 1001, 179]",6,
18031,barefoot contessa s turkey meatloaf,322,130,101823,2003-12-05,"[319, 306, 80, 176, 230, 175, 229, 202, 312, 90, 167, 170, 178, 101, 5]","[621.0, 43.0, 42.0, 49.0, 125.0, 35.0, 9.0]",8,"['preheat oven to 325f', 'saute onions in olive oil until translucent , about 15 minutes', 'add salt , pepper , thyme , worcestershire sauce , chicken stock and tomato paste and mix well', 'allow to cool to room temperature', 'combine ground turkey , bread crumbs , egg and onion mixture in a large bowl', 'mix wll and shape into a rectangular loaf on an ungreased sheet pan', 'spread the ketchup evenly on top', 'bake for 1 1 / 2 hours until the internal temperature is 160f and the meatloaf is cooked through']","this is an ina garten recipe from the barefoot contessa cookbook. my husband is fussy about his meatloaf, but really likes the texture and flavor of this.","[701, 587, 206, 351, 980, 772, 73, 854, 966, 411, 441, 378]",12,
18035,barilla no boil lasagna,313,90,89881,2004-01-08,"[306, 80, 176, 83, 230, 197, 175, 24, 98, 205, 202, 102, 151, 161, 55, 290, 90, 199, 74, 128, 178, 206, 300, 101, 231, 261, 5]","[322.8, 32.0, 23.0, 23.0, 43.0, 54.0, 3.0]",13,"['preheat oven to 375', 'in bowl , combine beaten eggs , ricotta cheese and two cups of the mozzarella cheese and parmesan', 'if you choose not to use the parmesan , just add more mozzarella', 'set aside', 'in a 13x9x3 pan , spread 1 cup of sauce on bottom of pan', 'layer in the order , 4 uncooked lasagna noodles , then 1 / 3 part of the ricotta cheese mixture , half the browned meat , 1 cup mozzarella cheese , and 1 cup of spaghetti sauce', 'next layer , 4 uncooked lasagna noodles , 1 / 3 part of the ricotta cheese mixture , and 1 1 / 2 cups sauce', 'next layer , 4 uncooked lasagna noodles , remaining ricotta mixture and remained meat , 1 cup of sauce', 'for top layer , 4 uncooked lasagna noodles , remaining sauce , and remaining 1 cup mozzarella', 'bake covered with foil for 50-60 minutes', 'uncover and continue cooking until all the cheese is melted on the top', 'let stand 15 minutes before serving', 'if you are using a 13x9x2 pan---just make 3 layers to avoid boiling over']","this is the best lasagna ever!! the noodles are so nice and thin and there is no preboiling!! i will never purchase any other lasagna other than barilla. i've been making this now for 3 years and everyone agrees--the recipe makes the very best! the instructions are right on the back of the lasagna box. i usually make multiple batches and freeze them. its a great housewarming or ""new baby"" meal for a friend!","[389, 441, 223, 694, 259, 318, 876, 335]",8,european
18085,barley lentil soup,469,55,67656,2005-09-11,"[7, 306, 80, 176, 83, 230, 197, 189, 175, 270, 23, 47, 95, 103, 316, 323, 123, 290, 90, 259, 74, 148, 164, 206, 300, 101]","[176.8, 4.0, 8.0, 0.0, 19.0, 2.0, 9.0]",7,"['in large saucepan or soup pot , heat oil over medium heat', 'saute onion , garlic , carrot , celery , thyme , marjoram and pepper until onions are softened , about 5 minutes', 'add stock , water , lentils and barley to the pot and bring to boil', 'reduce heat , cover and simmer until barley and lentils are tender , about 40 minutes', 'stir in chopped parsley before serving', 'to serve , top each serving with a dollop of yogurt', 'sprinkle with finely chopped parsley']","canadian living recently featured a an article promoting recipes rich in grains. this soup looked so comforting and satisfying, i knew that as autumn arrived it would be the perfect meal. submitted for 'zaar world tour.","[998, 495, 752, 723, 470, 657, 802, 851, 225, 515, 101, 432, 680, 63, 793]",15,north-american
18203,basic bagel  for the bread machine,192,105,8688,2003-03-04,"[319, 306, 80, 230, 135, 35, 202, 34, 169, 90, 172, 325, 170, 101, 266, 5]","[164.4, 1.0, 18.0, 10.0, 9.0, 1.0, 11.0]",21,"['remove dough from the machine after the first knead- approximately 20- 30 minutes', 'place dough on floured surface', 'divide into 8 parts', 'form balls , gently press thumb through center of ball and slowly stretch into bagel shape', 'while bagels rise , bring 3 quarts water and 1 tbs sugar to a rapid boil in a large sauce pan', 'drop test dough', 'using slotted spoon , drop 2-3 bagels into rapidly boiling water', 'boil on each side for 1 1 / 2 minutes', 'remove and cool on rack 1 minute , brush with egg wash and sprinkle with sesame or poppy seeds , if desired', 'bake at 400f on a baking sheet sprinkled with cornmeal , until golden brown- approximately 15 minutes', 'bagel success hints: when forming bagels , set aside two 1 / 4"" balls of dough', 'when bagels have doubled in size , drop the test dough into boiling water', 'dough should pop to the top right away', 'when this happens , it is time to boil the bagels', 'a quick spray of non-stick vegetable coating on the top of the bagel may be substituted for the egg wash', 'to make bagel sticks , cut bagel before rising and lay out in a straight line', 'roll sticks in a combination of sesame and poppy seeds with a pinch of garlic powder', 'let sticks rise , boil , and bake as described in basic bagel process steps above', 'to make bagel chips , slice leftover bagels horizontally into thin slices', 'brush with butter or margarine on one side', 'lay on ungreased cookie sheet and bake at 325f for 12-15 minutes or until golden brown and crisp']","is there anything as simple or as versatile as a bagel? this recipe turns dough into sweet, moist chewy bagels that will last for days!","[101, 853, 741, 225, 786, 920]",6,
18216,basic batter waffles,373,20,160974,2005-02-08,"[4, 306, 80, 230, 204, 36, 95, 27, 156, 90]","[345.3, 25.0, 17.0, 18.0, 17.0, 18.0, 13.0]",7,"['mix all dry ingredients together using a large whisk', 'mix the wet ingredients together', ""gently combine but don't overmix"", 'cook as your waffle maker directs', 'sprinkle with powdered sugar', 'cover with toasted nuts , bananas , and real maple syrup', ""pour on log cabin and michele's maple cream syrup for my husband !""]",this hearty waffle recipe comes from an issue of parent's magazine. ive made it every week for years and it comes out great every time. i double it and freeze the leftover waffles and reheat in toaster oven.,"[441, 224, 998, 1007, 323, 2, 225, 815, 43]",9,
18400,basic machine french bread,244,195,56537,2002-11-17,"[319, 306, 80, 230, 135, 6, 35, 34, 95, 89, 169, 314, 316, 90, 168, 172, 136, 325, 170, 101, 266, 5]","[154.4, 0.0, 0.0, 12.0, 9.0, 0.0, 10.0]",4,"['add to the bread pan in the order yours needs', 'for mine it is water first', 'then i add half the flour and the salt followed by the rest of the flour and the yeast on top', 'this will run well on the normal , rapid , and delay start cycles']",this is my winner with tammiev and our friends. this recipe is for a 2 pound loaf and has never failed me. i think it is the lack of oil and sugar that they like in this one.,"[101, 1001, 225, 229]",4,
18418,basic mojito ingredients,492,5,58104,2003-04-21,"[2, 306, 80, 83, 230, 189, 109, 29, 10, 275, 69, 90, 193]","[138.9, 0.0, 38.0, 0.0, 0.0, 0.0, 3.0]",7,"['in a tall thin glass , crush or muddle part of the mint with a fork to coat the inside', 'add the sugar and lime juice and stir thoroughly', 'top with ice', 'add rum and mix', 'top off with the club soda', 'add a lime or lemon slice and the remaining mint', 'serves one']",a cuban drink. please do use fresh mint. after making this you will be growing your own mint for this drink. i'm not a rum drinker till i discovered this mojitos!,"[871, 2, 788, 38, 435]",5,north-american
18439,basic pancake mix,341,30,27678,2002-12-13,"[4, 306, 80, 176, 83, 230, 197, 189, 204, 35, 36, 98, 95, 137, 144, 316, 123, 97, 290, 90, 206, 101]","[454.4, 25.0, 34.0, 39.0, 27.0, 23.0, 20.0]",14,"['in a bowl , mix together all the dry ingredients', 'make a well in the centre and pour in the milk', 'start with 1 1 / 4 cups milk , adding up to another 1 / 4 cup if necessary , as you mix it with the flour', 'add the two eggs , vanilla if using and oil , whisking until mixed but still a bit lumpy', 'heat a frying pan and when hot , pour in some pancake mix', 'how much depends on how experienced you are at flipping pancakes and how big you want them', 'we do about 1 / 4 cup a time for small , easy-to-flip pancakes but you could make this as much as 1 / 2 cup of pancake mix', 'if you are adding fruit , i like to sprinkle it on top of the pancake now', 'when the pancake starts to bubble on top and is golden brown on the cooked side , turn it and continue cooking until both sides are golden brown', 'the first pancake is always a bit of a test so adjust the batter by adding more flour if you need to make it thicker or more milk if you want a thinner pancake', 'in either case , just add a few spoonfuls at a time until you get it right', 'repeat the cooking process with the remaining batter', 'you may need to adjust the heat as pan tends to get hotter as you keep making pancakes', 'keep the cooked pancakes covered with a tea towel , to keep them warm while you finish cooking the rest']","say goodbye to aunt jemima! once you taste these homemade pancakes, i think you'll agree they're much better than the boxed kind! add a bit of vanilla or fruit (frozen blueberries work well) to make them extra special. if you want, mix up the dry ingredients in advance and give it away as a gift (with instructions on how to finish making the pancakes) or just store it for even quicker pancakes on sunday mornings.","[1007, 2, 323, 444, 225, 224, 441, 815, 998]",9,north-american
18441,basic pancake syrup,358,7,26278,2002-04-18,"[2, 306, 80, 230, 197, 171, 135, 6, 252, 88, 75, 95, 169, 90, 173, 168, 172, 148, 297, 170, 193, 3]","[1252.7, 0.0, 991.0, 1.0, 0.0, 0.0, 108.0]",2,"['boil together and cook gently for 3 minutes', 'bottle and store in refrigerator']",simple syrup for pancakes or icecream.,"[2, 741, 160, 101, 815]",5,
18513,basic sourdough bread,425,230,2586,2002-07-23,"[319, 306, 80, 230, 197, 271, 35, 202, 34, 90, 74, 325, 300, 101, 266, 193, 5]","[1593.7, 30.0, 54.0, 103.0, 85.0, 53.0, 101.0]",18,"['before measuring out your 2 cups of starter culture , it must be proofed: to proof , i usually start with 1 cup of starter and stir into it equal parts of flour and warm water', 'let mixture sit , covered loosely , for 8 to 12 hours-- the longer it sits , the sourer the flavor will be', 'at this point , measure out the 2 cups required for recipe , and return leftover starter to refrigerator for next time', 'pour starter into mixing bowl', 'melt butter', 'add milk to butter and warm briefly', 'add the salt and sugar , stir until dissolved', 'add this mixture to the culture and mix well', 'add the flour , 1 cup at a time , stirring until the dough is too stiff to mix by hand', 'turn onto floured board and knead in the remaining flour until the dough is smooth and satiny', 'pat dough into a 1-inch thick oval and form loaf by rolling oval up from the long side , pinching the seam together as you roll the dough , tucking ends to form the loaf', 'place in lightly greased loaf pan , and let rise , covered , at 85 degrees f for 1 1 / 2 to 3 hours', 'when the dough rises 1 to 2 inches above the edges of pan , it is ready to bake', 'preheat oven to 375 degrees f', 'bake for 10 minutes , then reduce heat to 350 degrees f and bake an additional 30 to 40 minutes', 'remove loaf from oven and brush the top lightly with melted butter', 'turn loaf out of the pan and cool on wire rack', 'if you prefer , you can shape this into a round or oval loaf and bake on a baking sheet']","plain white, simple sourdough bread. a great starter recipe to use if you are new to sourdough baking. the dough cycle of the bread machine can be used to prepare the dough, if you like. prep time does not include proofing time for starter.","[775, 691, 224, 225, 2, 853]",6,
18527,basic stir fry sauce,72,15,37449,2002-08-15,"[2, 306, 80, 83, 230, 189, 171, 135, 252, 75, 10, 95, 169, 90, 168, 172, 166, 167, 255, 170]","[46.4, 1.0, 9.0, 28.0, 2.0, 0.0, 2.0]",5,"['combine all ingredients except cornstarch in a small bowl or a 2 to 4 cup liquid measuring cup', 'place the cornstarch in a separate small bowl , and whisk in the mixture from step 1', 'just before mixing in to vegetables and / or meat , whisk the mixture one more time', 'add about 2 / 3 of the way through stir frying', 'enjoy !']","this is a good basic sauce. feel free to add ,perhaps a little lime juice, a pinch of cilantro, some peanut butter? have fun!","[91, 101, 42, 416, 62, 2, 630, 230, 642]",9,north-american
18561,basic vanilla custard,274,20,787060,2008-12-23,"[4, 306, 80, 176, 230, 6, 88, 98, 95, 232, 90, 173, 166, 170]","[196.5, 10.0, 67.0, 3.0, 14.0, 17.0, 8.0]",9,"['have eggs ready in a bowl , and set aside where it will be within reach', 'using a whisk , combine milk , sugar and cornstarch in a medium saucepan over medium heat on stovetop', 'allow milk to scald', 'whisk occasionally to prevent cornstarch from clumping on bottom edges of pan', ""remove milk mixture from heat , preferably to a burner that's turned off"", 'mix about 2 tablespoons of scalded milk mixture into eggs using whisk , then introduce eggs into milk mixture in a slow stream , whisking milk mixture constantly', 'immediately return pan to heat and whisk gently until custard thickens , another two or three minutes', 'do not allow to boil', 'remove pan from heat and stir in vanilla']","my mother's recipe--eat on its own or pour over canned peaches or guavas or, my fave, bread pudding.  if you are really grossed out by the possibility of flecks of egg white in your custard, you can either pass it through a fine-mesh sieve or substitute four yolks for the two whole eggs.","[224, 642, 2, 441, 815]",5,
18563,basic vanilla frosting,212,5,241626,2005-10-07,"[2, 306, 80, 230, 171, 135, 6, 88, 95, 27, 44, 90, 173, 43, 170, 3]","[1162.8, 37.0, 940.0, 9.0, 2.0, 76.0, 80.0]",1,['combine ingredients and beat on medium speed until smooth and fluffy'],this is simple to make and has basic ingredients that you keep on hand. the vanilla frosting tastes delicious spread on cakes or whatever suits your fancy.,"[909, 691, 224, 815]",4,
18590,basic whole wheat french crepes,306,8,37449,2004-10-15,"[2, 306, 80, 83, 230, 197, 204, 36, 174, 102, 91, 90, 167, 170, 42]","[54.9, 5.0, 0.0, 3.0, 4.0, 9.0, 1.0]",19,"['in a small bowl , beat the eggs , milk , melted butter , and salt until well combined-about 20 seconds', 'sift the flour into a medium size bowl or a 2 quart measuring cup , then add the liquid mixture , beating until well combined-about 1 minute', 'or blend the eggs , milk , butter , and salt in an electric blender or food processor for 15 seconds', 'sprinkle in the flour and blend until smooth-about 30 seconds', 'cover loosely with plastic wrap', 'let stand for at least 1 hour refrigerated or at room temperature', 'will keep , refrigerated , for up to 4 hours', 'brush butter on the bottom of a crepe pan or heavy 7-inch skillet', 'set over moderate heat for about 30 seconds or until a drop of batter sizzles', 'stir the batter well , pour 2 tablespoonfuls into the skillet , and quickly', 'cook until the crepe edges are golden brown-about 1 minute', 'slide a spatula under the crepe , flip it over , and cook for about 30 seconds', 'transfer to a warm plate', 'repeat with the remaining batter , rebuttering the skillet when necessary', 'at this point the crepes can be cooled to room temperature , separated by sheets of wax paper , and stored', 'refrigerate , wrapped tightly with plastic wrap , for up to 24 hours', 'freeze , wrapped with aluminum foil and labeled , for up to 1 month at 0f', 'serve with your own favorite crepe filling or try walnut crepes with mocha sauce or cinnamon crepes with caramel sauce and pecans', 'enjoy !']","these can be used for desserts, breakfasts, snacks, even the main course! the batter needs to be refrigerated for at least 1 hour before cooking.","[441, 224, 997, 225, 146]",5,european
18730,basil pesto,22,10,6550,2001-03-22,"[2, 306, 80, 176, 83, 230, 197, 12, 75, 95, 102, 292, 316, 151, 281, 108, 90, 122, 259, 140, 167, 111, 142, 170, 206, 101, 266]","[201.4, 29.0, 3.0, 5.0, 11.0, 16.0, 1.0]",6,"['mix everything together in food processor except the oil and lemon', 'once everything is mixed well , drizzle with lemon and oil', 'mix until well blended', 'serve on pasta or just about anything that needs a pick me up', 'will keep in refrigerator for 2-3 days', 'enjoy !']","this is a wonderful lemon-flavored pesto. this was my first taste of pesto and i've never gone back!

update as of 2/13/04
i'm glad that you all like this.  i freeze this now and keep it on hand for my spaghetti sauce or others sauces.  it freezes great!","[516, 752, 46, 259, 788, 587]",6,european
18756,basil shrimp with feta and orzo,270,40,61660,2004-01-07,"[7, 306, 80, 176, 230, 109, 175, 205, 258, 202, 264, 199, 206, 262, 101, 193]","[447.7, 23.0, 24.0, 70.0, 71.0, 32.0, 13.0]",13,"['preheat oven to 450 degrees', 'spray the inside of the foil bag with cooking spray and place on a large shallow baking pan', 'cook the pasta in boiling water for 5 minutes', 'drain', 'place the pasta in a large bowl and stir in 1 teaspoon of the oil and the next 7 ingredients', 'place the orzo mixture in teh foil bag', 'combine the shrimp and basil', 'arrange shrimp mixture on the orzo', 'fold edges of bag to seal', 'bake at 450 degrees for 25 minutes', 'cut open the bag with a sharp knife and peel the foil back', 'drizzle with remaining 1 teaspoon of oil', 'serve']",i got this recipe from cooking light.,"[334, 518, 859, 587, 914, 667, 417, 719, 901, 225, 813, 967, 123]",13,
18803,basil walnut pesto,381,12,35673,2002-11-05,"[2, 306, 80, 176, 83, 230, 197, 12, 75, 205, 95, 102, 188, 91, 244, 292, 316, 151, 281, 108, 112, 90, 259, 140, 196, 167, 142, 170, 206, 300, 101, 266, 193, 301]","[213.8, 32.0, 1.0, 5.0, 11.0, 18.0, 0.0]",5,"['place basil , olive oil , walnuts , garlic and salt in food processor', 'blend until thoroughly combined', 'add parmesan and butter and blend 5-10 seconds more', 'just before serving , add 2 tbsp of hot pasta water from cooked pasta', 'serve over pasta with bread and salad']",this is my favorite pesto recipe; rich but healthy due to ,"[535, 587, 736, 416, 259, 691, 225]",7,european
18908,batter dipped deep fried cauliflower,324,16,199848,2006-01-30,"[4, 306, 80, 176, 83, 230, 189, 135, 12, 174, 268, 315, 156, 169, 316, 87, 90, 173, 172, 166, 170, 53, 301]","[172.5, 4.0, 8.0, 7.0, 15.0, 4.0, 9.0]",8,"['preheat fryer oil to 375', 'place the beaten eggs , milk and salt in a shallow bowl', 'in a separate shallow bowl , mix together flour , cheese , garlic powder , thyme , oregano , paprika , cayenne , and pepper', 'place flowerets into egg mixture and toss to coat well', 'remove and place into flour mixture and toss to coat well', 'fry in batches for 4 - 6 minutes or until golden brown', 'drain on paper towels and lightly salt', 'serve w / dipping sauces such as marinara , ranch or blue cheese']",great appetizer or snack.  the breading is not too heavy.  the only time i've seen guys eat cauliflower during a football game is when it's this recipe.,"[338, 441, 224, 225, 1001, 259, 1000, 657, 575, 542, 960, 708, 645]",13,north-american
18912,batter for deep frying,290,15,114243,2006-03-27,"[2, 306, 80, 176, 230, 135, 175, 258, 315, 95, 87, 90, 172, 170, 178, 301]","[82.1, 4.0, 0.0, 6.0, 2.0, 1.0, 4.0]",9,"['in a mixing bowl , combine the flour , cornstarch , baking powder , and salt', 'in a separate mixing bowl , combine 1 / 2 cup plus 1 t', 'water , 1 t', 'beaten egg , and oil', 'add wet ingredients to dry and combine until mixed', ""follow your deep fryer instructions for whatever veggie or meat you're frying"", 'this batter is thin and delicious', ""don't worry if it doesn't look like it's thick enough"", 'it works great']","this batter is awesome for deep frying anything! onion rings, mushrooms, zucchini spears, fish, chicken, shrimp, etc. it is light and thin so you can actually still taste the food you deep fried. this recipe doesn't seem like it would make a lot, but it's so thin that it really covers a lot of food.","[1007, 642, 323, 225, 101, 920, 998]",7,
19158,bbq chicken and chipotle salad,383,20,59608,2003-06-02,"[4, 306, 80, 176, 230, 197, 174, 175, 229, 95, 292, 58, 279, 199, 259, 178, 300, 231, 260]","[407.9, 41.0, 23.0, 13.0, 57.0, 35.0, 3.0]",8,"['in a large bowl , whisk together bbq sauce and mayo', 'finely chop chipotle and whisk into dressing', 'discard bones from chicken and cut meat into 1 / 2 inch pieces', 'finely chop enough onion to measure 1 / 3 cup', 'finely chop bell pepper and cilantro and add to dressing with chicken and onion', 'combine well', 'season salad with salt& pepper', 'serve in lettuce cups with a nice crusty baguette']","this has to be the most requested recipe in my way-too-vast collection. it comes from chiffonade chef on the fc site, and she submitted it to gourmet magazine some years ago. it was accepted and printed almost immediately. it's so easy, and so tasty, you will see why.","[539, 608, 707, 601, 267, 1002, 404]",7,
